claim,claim_label,topic,date_published,count,count2,focus,release
"A live poll conducted by ABC News in August 2016 shows Donald Trump, Jill Stein, and Gary Johnson all well ahead of Hillary Clinton.            ",150,fake_news,15-Aug-16,7,2.645751311,fake_news,15-Aug-16
A longtime anti-gun state legislator shot a home intruder in defense of his property.            ,150,political_news,15-Feb-11,2,1.414213562,political_news,15-Feb-11
"A loon appears on Canada's one-dollar coin because the original dies, featuring a different design, were lost in transit.",750,business,2-Dec-02,1,1,business,2-Dec-02
A machine used to skin dogs is manufactured and sold by Samsung.,150,critter_country,26-Jul-16,4,2,critter_country,26-Jul-16
A majority of anti-Trump protesters did not vote in the 2016 general election.            ,300,politics,17-Nov-16,16,4,politics,17-Nov-16
"A male penguin searches an entire beach for the ""perfect pebble"" to lay at the feet of his chosen female penguin.            ",300,critter_country,1-Jun-16,6,2.449489743,critter_country,1-Jun-16
A man absorbed in playing the new Pokemon Go app caused a major traffic accident.,150,fake_news,9-Jul-16,1,1,fake_news,9-Jul-16
A man claiming to be transgender allegedly assaulted a young girl in a Chicago restroom.            ,300,crime,16-May-16,10,3.16227766,crime,16-May-16
A man deleted his entire company with one line of code.            ,150,computers,17-Apr-16,8,2.828427125,computers,17-Apr-16
A man died in a meth lab explosion after attempting to light his own flatulence.            ,150,fake_news,16-Feb-16,3,1.732050808,fake_news,16-Feb-16
"A man in Point Pleasant, West Virginia, caught the legendary Mothman on camera.",300,fauxtography,25-Nov-16,7,2.645751311,fauxtography,25-Nov-16
A man killed himself over the Treasury's decision to add an African-American abolitionist's portrait to the $20 bill.,150,fake_news,21-Apr-16,2,1.414213562,fake_news,21-Apr-16
"A man known as ""the booty tickler"" was arrested in Texas.            ",150,fake_news,11-Jan-16,1,1,fake_news,11-Jan-16
"A man locked his daughter in a cage because she used Snapchat's ""dog filter"" too frequently.            ",150,fake_news,6-Jan-17,2,1.414213562,fake_news,6-Jan-17
A man lost his testicles while attempting to fill a scuba tank with marijuana smoke.,150,fake_news,21-Sep-16,2,1.414213562,fake_news,21-Sep-16
A man named Caleb Lee asked for a military discount and was berated by a Pizza Hut manager for his purported sense of entitlement.            ,150,military,2-Feb-17,4,2,military,2-Feb-17
A man saw dead people and talked to God after he was deprived of his senses during a government experiment.,150,fauxtography,29-Sep-16,3,1.732050808,fauxtography,29-Sep-16
A man sued his bride after seeing her without make-up for the first time.,150,fake_news,5-Aug-15,8,2.828427125,fake_news,5-Aug-15
A man was arrested after sugar from his Krispy Kreme donuts tested positive for methamphetamine during a traffic stop.,750,crime,4-Aug-16,17,4.123105626,crime,4-Aug-16
A man was killed by an elephant he mistook for one he had aided years earlier.            ,150,critter_country,9-Aug-06,1,1,critter_country,9-Aug-06
A man was sentenced to 22 years in prison for stealing a remote control.,450,crime,9-Jan-17,5,2.236067977,crime,9-Jan-17
"A man wearing a clown costume was shot in Fort Wayne, Indiana.",150,fake_news,3-Oct-16,5,2.236067977,fake_news,3-Oct-16
A man who expired during sex was taken to the hospital to be surgically separated from the prostitute who was still attached to him.,300,risqué_business,4-Feb-16,1,1,risqué_business,4-Feb-16
"A man working as Santa Claus in a Wisconsin mall beat up a child molester after a child confided that her stepfather had been ""touching"" her.",150,fake_news,14-Dec-16,3,1.732050808,fake_news,14-Dec-16
"A map shows the results of the 2012 election if ""only taxpayers voted.""            ",150,politics,1-Sep-16,2,1.414213562,politics,1-Sep-16
A Maryland doctor who participated in a secret surgery to remove a blood clot from Hillary Clinton's brain died suddenly under mysterious circumstances.,150,fake_news,15-Oct-16,6,2.449489743,fake_news,15-Oct-16
A mass ammunition shortage is expected because President Obama and the EPA shut down the Doe Run lead smelting plant            ,150,politics,23-Jul-16,4,2,politics,23-Jul-16
A Massachusetts judge passed a law making it legal for black men to run from police because they are at risk of being racially profiled.            ,450,crime,22-Sep-16,7,2.645751311,crime,22-Sep-16
A massive disc-shaped UFO was spotted in Malaysia.,150,fake_news,3-Feb-17,3,1.732050808,fake_news,3-Feb-17
A massive recall of chicken nuggets is underway after authorities in Iowa found human remains in a meat processing facility.            ,150,fake_news,9-Mar-16,6,2.449489743,fake_news,9-Mar-16
A McDonald's employee was arrested for masturbating into the restaurant's condiments.,150,fake_news,18-Apr-16,2,1.414213562,fake_news,18-Apr-16
A McDonald's worker was arrested for theft after smuggling home 80 lbs. of chicken nuggets in his anal cavity.,150,fake_news,4-Oct-16,2,1.414213562,fake_news,4-Oct-16
A member of the Black Lives Matter movement shot himself in the face while protesting Donald Trump's election with a selfie.,150,fake_news,12-Nov-16,3,1.732050808,fake_news,12-Nov-16
A member of the Electoral College committed suicide to avoid casting a vote for Donald Trump.,150,fake_news,30-Dec-16,3,1.732050808,fake_news,30-Dec-16
A meme accurately describes the arc of Bernie Sanders' (financial) life.            ,450,politics,4-Feb-16,9,3,politics,4-Feb-16
"A meme claimed that a British Muslim man named Sajid Muhammed set a woman on fire for eating a bacon sandwich, and was jailed for only two years.            ",150,fauxtography,11-Apr-16,6,2.449489743,fauxtography,11-Apr-16
A meme offers instructions for creating harmless homemade glow sticks.            ,150,politics,10-May-16,3,1.732050808,politics,10-May-16
"A meme's map depicts mass shootings since Sandy Hook, not acts of Islamic terrorism in the United States.            ",600,politics,26-Feb-16,13,3.605551275,politics,26-Feb-16
A Mexican mother's young son was recently poisoned by topical application of Vicks VapoRub.            ,300,medical,28-Nov-16,5,2.236067977,medical,28-Nov-16
"A Mexican supermarket chain is adding ""donations"" for a U.S.-Mexico border wall to its charges.            ",150,political_news,17-Nov-16,7,2.645751311,political_news,17-Nov-16
"A Michigan farmer was forced to destroy 40,000 edible cherries to make way for cherries imported from outside the U.S.            ",450,fauxtography,15-Sep-16,9,3,fauxtography,15-Sep-16
A military veteran picking his child up from school was ejected lest other students find his uniform offensive.,450,military,15-Jun-16,2,1.414213562,military,15-Jun-16
A Minnesota man was jailed simply for possessing a windmill on his property.            ,300,politics,28-Nov-16,8,2.828427125,politics,28-Nov-16
A mother admitted on Facebook to sleeping with and becoming pregnant by her 15-year-old son.            ,150,fake_news,11-Apr-16,6,2.449489743,fake_news,11-Apr-16
"A mother sued a hospital and claimed that a flu shot had ""turned"" her son gay.            ",150,fake_news,4-Oct-16,4,2,fake_news,4-Oct-16
A mother tiger at a California zoo nursed a group of piglets after her own cubs died.            ,450,fauxtography,1-Jun-06,5,2.236067977,fauxtography,1-Jun-06
A mother was arrested for tattooing her 2-year-old boy and trading him for drugs.,150,fake_news,28-Jun-16,1,1,fake_news,28-Jun-16
A mounted policeman's horse had its leg broken by protesters during anti-Trump demonstrations.            ,150,critter_country,26-May-16,3,1.732050808,critter_country,26-May-16
A Muslim woman entered a co-ed hair salon and demanded all the men there leave so she could take off her veil to get her hair done.,450,politics,6-Sep-16,3,1.732050808,politics,6-Sep-16
A napping morgue worker in Texas was accidentally cremated by a coworker.            ,150,fake_news,3-Mar-17,5,2.236067977,fake_news,3-Mar-17
A National Geographic cameraman was eaten alive by a giant ocean sunfish.            ,150,fake_news,26-May-16,1,1,fake_news,26-May-16
"A Navy officer was arrested for ""abuse of public animal"" and ""drunken or reckless driving"" after he used a raccoon to bypass an ignition interlock system.",150,viral_phenomena,1-Oct-15,4,2,viral_phenomena,1-Oct-15
A Nazi submarine mysteriously surfaced in Lake Ontario.,150,fake_news,20-Feb-16,1,1,fake_news,20-Feb-16
"A new ""finger chop"" challenge is spreading on social media in protest of President Trump.            ",150,fake_news,27-Feb-17,2,1.414213562,fake_news,27-Feb-17
"A new analysis of the residue on common American foods showed high levels of the herbicide glyphosate and Monsanto, the EPA, and the FDA are in cahoots to silence word of the chemicalâ€™s harmful effects and its high concentration in foods.            ",150,medical,16-Nov-16,21,4.582575695,medical,16-Nov-16
A new Arkansas law allows rapists to sue their victims to stop an abortion.,150,politics,7-Feb-17,3,1.732050808,politics,7-Feb-17
A new federal law will bar persons under the age of 18-years old from riding as passengers on motorcycles.,150,fake_news,13-Sep-16,1,1,fake_news,13-Sep-16
A new government program gives all taxpaying Americans the right to collect â€˜cash rebatesâ€™ on nearly every single purchase.,300,business,18-Sep-16,1,1,business,18-Sep-16
A new law in South Africa requires people with HIV to mark their genitals.            ,150,fake_news,19-Apr-16,4,2,fake_news,19-Apr-16
A new law makes it illegal for anyone under the age of 16 to ride a hoverboard.            ,600,politics,27-Dec-15,8,2.828427125,politics,27-Dec-15
A new male contraception product allows a man to control the flow of sperm by flicking a switch.            ,450,politics,8-Jan-16,2,1.414213562,politics,8-Jan-16
A new penile implant notifies spouses via cell phone alerts when their husbands are cheating on them.,150,fake_news,16-Jun-16,1,1,fake_news,16-Jun-16
"A new Pepsi soda can design omits the words ""under God"" from the Pledge of Allegiance.            ",150,political_news,9-Feb-02,8,2.828427125,political_news,9-Feb-02
A new Social Security Administration rule would bar Social Security recipients from owning guns.,450,politics,30-Dec-16,2,1.414213562,politics,30-Dec-16
A new study published by Oxford University researchers proved that women with big butts are smarter and healthier.            ,300,science,18-Apr-16,10,3.16227766,science,18-Apr-16
A new tactic used by abductors and carjackers is to leave a shirt on a windshield to lure women out of their cars.,150,crime,22-Feb-17,3,1.732050808,crime,22-Feb-17
"A new trend in carjacking involves the theft of your license plates by robbers who later lure you into a carjacking by pretending they ""found"" your tags.            ",150,crime,22-Dec-16,5,2.236067977,crime,22-Dec-16
"A New York artist named Lana Newstrom creates and sells ""invisible art.""            ",150,fauxtography,29-Sep-14,4,2,fauxtography,29-Sep-14
A New York City police officer was caught on camera raping a teenage girl.,150,crime,26-Sep-16,3,1.732050808,crime,26-Sep-16
A Newark woman was arrested for raping and killing her toddler son.            ,150,fake_news,3-May-16,1,1,fake_news,3-May-16
"A newspaper photograph shows a pregnant, cigarette-smoking woman worrying about the effect of construction noise on her unborn child.            ",750,fauxtography,1-Oct-04,1,1,fauxtography,1-Oct-04
"A Newsweek-branded ""Madam President"" publication cover declared Hillary Clinton the winner of the presidential election prior to 8 November 2016.",450,fauxtography,7-Nov-16,4,2,fauxtography,7-Nov-16
A Nigerian infant was born with message written on her hands saying Jesus is coming back.,150,fake_news,23-Nov-16,1,1,fake_news,23-Nov-16
A Noah's Ark exhibit at a Christian theme park in Kentucky was destroyed by a flood.,150,fake_news,21-Apr-16,4,2,fake_news,21-Apr-16
"A North Carolina provider of mental health services is named ""Nutz R Us.""",750,business,27-Jun-16,5,2.236067977,business,27-Jun-16
"A number advertised on a Facebook page lets callers ""leave messages"" for Santa Claus.            ",150,viral_phenomena,14-Dec-16,6,2.449489743,viral_phenomena,14-Dec-16
